,address,delegation,refund_in_ujuno,refun_in_juno
2504,juno1ezc893vuf9az8q5mnl9mhfs4yma08sevtzjemc,1001,50,5e-05
2505,juno1eze56tv3cuv0ys3fppmjjzhhgyux3djvmh4x55,16000000,800000,0.8
2506,juno1errfx7ztqwnk56yjpwrzuptrc5p0w94gc3e9fe,2000,100,0.0001
2507,juno1er8mfqsmwfylj57l5ew974wmf8mjhtyscpy0dc,46200000,2310000,2.31
2508,juno1erfpfvjsnzzt8s58wexta4uvc2qhydthyjssdg,11170000,558500,0.5585
2509,juno1erkzumt4062ehdjw0wk590h9a74dpqyap3hxld,3200000,160000,0.16
2510,juno1erm6x6xv820sn6gdn8xl0e6x46h37mr37c2m2j,108659,5432,0.005432
2511,juno1eytwls7j4jeqyxynry7zqsg8nfaflt8njgccyr,5000000,250000,0.25
2512,juno1e98puzruheuxetmdkcuje2qyvlmaq9899yddv0,320000000,16000000,16.0
2513,juno1e9vqqy2cyk808z6czhy66rz6e2cwnlehqmrupa,1477000,73850,0.07385
2514,juno1e9eeu3083f2vrqeskcd9nanxca8uacuqn27ggv,21000000,1050000,1.05
2515,juno1exfa76mwk5893pd5m0yuzgzl6xx3q0dyu509u4,10010000,500500,0.5005
2516,juno1e8238v24qccht9mqc2w0r4luq462yxttdl93mj,11000000,550000,0.55
2517,juno1egymqqnfe4uphwh23y7wlfz2d8xw6736k93mxm,31192026,1559601,1.559601
2518,juno1eg7w6fv7fy3p3z564v2dkenwm98e2qrr3smyp7,29288780,1464439,1.464439
2519,juno1eg7mpsh7zd3gevdsplesgnaupphwkrzeqjluuz,113985291,5699264,5.699264
2520,juno1efy979wdj0f4a6vy5wdsc8uknl49fyntprkn69,50000000,2500000,2.5
2521,juno1efjw2wj2cmqav6wyhgmhzr2yefvnc3zp53gy30,16100000,805000,0.805
2522,juno1e2ykpz9986nwa7lxquasxawdn643mqk6th7xvs,1457000,72850,0.07285
2523,juno1e2464wmcnkalne0dus4n2pvzqqvvym4xdmxvaq,50387843,2519392,2.519392
2524,juno1e2hh5pwstkggjzq9vsh4nsv8n8qnzc0ecp6fwd,28940000,1447000,1.447
2525,juno1e2u5vlh942e9z4nu826zag0lm3y847pd0ajrra,23420622,1171031,1.171031
2526,juno1etzzjt4fx8p4dc7hczk65e6kjlmd788g05n3qj,44000000,2200000,2.2
2527,juno1etmmja9eyq8pp0d9pclfvf2ltgwh4ft5keax3d,16284482,814224,0.814224
2528,juno1edrej84kd475jsy5rwtn2k52qlu8dg8yfzj80s,110120,5506,0.005506
2529,juno1ed000kw7jgpygww0g0nc4jmhxh7cdv5ejjkjfj,22089376,1104468,1.104468
2530,juno1ed4v4y030jcdusjf358yw0cwfqavszcql674v6,888687140,44434357,44.434357
2531,juno1ewqvztf0wlfxuprmsz0xfp4t664zf3x06h5dxm,53503880,2675194,2.675194
2532,juno1ew3htkzdgjn8t4x3ved9yqej4hegeg20y2rj3d,1000,50,5e-05
2533,juno1ew404cfg2xckgfe820enlmky02z26hqcrg3znc,400000,20000,0.02
2534,juno1ewm8ks522uq0f9lefvscwt7xadjwmkd2626udf,10000,500,0.0005
2535,juno1e0ycrjd69u6sva68y5jqugmquvq4ypk4608czz,85000000,4250000,4.25
2536,juno1e0wfuvx662u7mv70uetmfl7spa5em36m2gyyzc,6935800,346790,0.34679
2537,juno1e0jssf0gk4hff5e7tlwtsqpxnjd2vcz6wvypcc,25881984,1294099,1.294099
2538,juno1estxslezk5gcuh4mjzjtxscc5rsrap332dkmpd,1100,55,5.5e-05
2539,juno1esvv9uvfxxxrjw260g2e5d9g026gquwy3j8x8m,491241763,24562088,24.562088
2540,juno1esmads2mzryk2utpj249thleqwkxx59e099hyj,1001,50,5e-05
2541,juno1e3pnzujvy3uz3sc7a0lgvxwkfkdgjaajr68cut,100,5,5e-06
2542,juno1ejrv98mlvd0yn4ps4zfvzs3g6c8f78szvajqm8,1021000,51050,0.05105
2543,juno1ej2al64rvws93a8ltr0dzcee8vqqjj049hpggy,105040000,5252000,5.252
2544,juno1ejjxd5x6xw60tdj7nuqmjmpg9a6rhd892ujsqp,55695306,2784765,2.784765
2545,juno1ejnsv3axkwmnmg8js3pr4qjn2e3u4pv3xpe0y6,1001,50,5e-05
2546,juno1ej4hw9zvn8wz559xkrdcerjcauagr3xsuexxd2,1000000,50000,0.05
2547,juno1enygxa54rypx2h7s0vr8grt6aavz3dtrt6kt0z,1462000,73100,0.0731
2548,juno1env2vvzytsd5atvc0wvzq25jh2wplt8vrl6954,9176887,458844,0.458844
2549,juno1en4gfjfryrdt765j020jhvtpr4stxakqaz8naf,200,10,1e-05
2550,juno1enmn7u2p9myvmauedjjryvfsy4y6fn0ln6xtrv,11691063,584553,0.584553
2551,juno1e5fvpr39tuel983kj8a20fgyvlwwwl0geyjc8t,5000000,250000,0.25
2552,juno1e5dhcgtvf64cnl7dep3pj083f8h62g6kwl3aj8,100100079,5005003,5.005003
2553,juno1e50q47uzfev7375ur7zumz97dz4j6sqsjdrr6t,12654894,632744,0.632744
2554,juno1e4akjw9qw4huaupxgut488g5lykq4m0284z3z8,50784165,2539208,2.539208
2555,juno1ek2uqv02sq03ys85fahzu4jp20s0545nys0dvh,52080235,2604011,2.604011
2556,juno1ehgps9n084r3qpw67j59ardmmj20zs8pdw7hty,1964403,98220,0.09822
2557,juno1ehgkwtherdj5ea77730rdzgvapvhmpe85jpwa9,464,23,2.3e-05
2558,juno1ehfx70tqxv6lsytlgpm62vq90nh30kge7499pa,948946,47447,0.047447
2559,juno1ehvppg4y9ar7dvnhjnqgjwxm2vd8yvsxxcgr7g,100000000,5000000,5.0
2560,juno1eh50jml00xqxz27x6sh80ycgkvsjfq2mvwtqe7,62158324,3107916,3.107916
2561,juno1ehmqqyrvjlk0u6pgzh8xk7w28hd58uu9q55vja,30123364,1506168,1.506168
2562,juno1ehal8ux4t3ysk8et6fqwpeffkylprxucr3ra8c,1480000,74000,0.074
2563,juno1ec49yhgwhct8qp3aplapqnx0n96zuy7qqzw5vc,207442058,10372102,10.372102
2564,juno1ec7gv5lta8rxvs6yzythkkkl8sgztyg94wlzqs,4527650,226382,0.226382
2565,juno1eclwlvmkuyxlzpcdh7mj74wu6hstu7anhwrq73,100000,5000,0.005
2566,juno1ee9tle624rsdtul9t6yu94unnrgvehxhgzg9p5,11000,550,0.00055
2567,juno1een4f33flquzf8h9ruyjtnw8fxygwpdtscr2r5,55241730,2762086,2.762086
2568,juno1eeus5tdf2345fzv97tppnqwcn6z3j5r3ngrywy,27495438,1374771,1.374771
2569,juno1e6gljhemakgmk3djgyx087gjf7t5hp0y7fwmt5,41251807,2062590,2.06259
2570,juno1e6nwyanw68qg98xfcj5vl0snkr9kk9nt4qyqzy,8317484,415874,0.415874
2571,juno1e64z34nhmmq60j0tvg35wcq720vt487ulj4rxp,1465000,73250,0.07325
2572,juno1e6mcp0wsl2h09a67ej0cpxgallrrhs2wsll22j,20000000,1000000,1.0
2573,juno1em2699tcrxqj2dj9jka40x383ddy5uzxkf08rk,10001,500,0.0005
2574,juno1em0wtw2ryygxv68nyeykhqvt8hm9755xe4y2zs,56370000,2818500,2.8185
2575,juno1emshgyxp7vce64k82p4fef3fx0t2ss6aufxr0a,1001,50,5e-05
2576,juno1emh8hz0nz5urefadzvqujgxu0mywd6uw8dxfgn,1001,50,5e-05
2577,juno1eu2c0kfm6zsahyrmf6r63recvteuc65e4nz2ah,10000000,500000,0.5
2578,juno1eukm9cxgv580u4xvklqdz0cf4tvjaz5pfkhuud,185253195,9262659,9.262659
2579,juno1eu74nfkvtvjslsc2k7rjatj2cut3fy4tr8rndd,37479499,1873974,1.873974
2580,juno1eadnt8ud69wtd70kg5d0ndd0jq8zgn57z4u9p8,30541204,1527060,1.52706
2581,juno1eaevjtt5l8jwd90cfz0lywfnzlud929zqmfec0,19681670,984083,0.984083
2582,juno1e7t9vkynq2wtt4vjqtt39mhuar50mw8s020tp9,158714517,7935725,7.935725
2583,juno1e7thmsxdvgef636sljs322mxxwl563mmnlnac5,2100032,105001,0.105001
2584,juno1e7v2cyym8afwq0wgc7qh0ffs7dsv0z4addh35a,7000,350,0.00035
2585,juno1e7wwkyncxycgz6wqkyzwgp4300259wa0mu67l3,10,0,0.0
2586,juno1e74y9e5vdhucge5lkt3le6q7vhkm507hqhcgn0,18400000,920000,0.92
2587,juno1elwmrm8exa20f8rhl9vm7e6u9udlps22sg9s0d,8700000,435000,0.435
2588,juno1el4vdcxt7xkm6xtcaw09eaehc6wlxq22tnuhvm,3000000,150000,0.15
2589,juno1el45rq5wgvrk2w7xfkzc30g99sjwusmnu9q8tz,42518982,2125949,2.125949
2590,juno16qhmkre2djgnhpj2putd44k0eg2wy2pwf6rjce,1001,50,5e-05
2591,juno16pjqwezpprhxkw3fsc0zn52ezzadd3lazdalnz,1000,50,5e-05
2592,juno16pegpw828kh8fg3p9ck5cvka7r5e8rgnwac6ya,1001,50,5e-05
2593,juno16p68e5y0v7hgekrsr2c52ea4d5l5ujr0rwannj,1480000,74000,0.074
2594,juno16pm0wankqenwgfuva3jarxlthaylesxz86mhdq,400394787,20019739,20.019739
2595,juno16p7dh7qpqxrjpm538naz8a7kvuxk9sdn5e5quf,50000000,2500000,2.5
2596,juno16zpqvj8dhs8juzrxd2m8kdgs45l8f9cpfg7dqf,10,0,0.0
2597,juno16zr7kqjghfrxsulmtkhfzeatlfhem59t74aeyv,10000000,500000,0.5
2598,juno16z8q3yjh4hcuxx2dmvp8hquwdyy7tr3m3rq82f,10559000,527950,0.52795
2599,juno16ztswutnsac4334esng6sg3cl6ug09wduzrzwj,101000,5050,0.00505
2600,juno16z3j2uzh7ju98zgzgz2le4ffdksd0h9crv20js,1001,50,5e-05
2601,juno16r82eesgcm6h028awf5ex2ea3jmcrgr0xw9l8t,10000000,500000,0.5
2602,juno16rj9zxh2q9jvql8tf8k73sfemsrp26pg8drlcr,201561266,10078063,10.078063
2603,juno16r5aml05wyt7snng5zshgv9guyyuy93hsu2ed8,4279237,213961,0.213961
2604,juno16rmy6uqnfs54yg77lf7q65cafd56suymkex0m6,10001,500,0.0005
2605,juno16yvh2cphy8fhnnwxlvtn67sdf6lrnq2l0ttj2m,100,5,5e-06
2606,juno169pp0vk2fc6yf67cpcue6wt53t9en7wlw90swd,1447000,72350,0.07235
2607,juno169zhp0ngel048pa20vdw40slch2enqaxlsu5zs,19000000,950000,0.95
2608,juno169ds0qcz8qcjycapzudlnrjjx9dh2z8z7caypn,6000000,300000,0.3
2609,juno169dagffzl48jtst9c54vm4f5hgmq5yrh9l2khf,101000,5050,0.00505
2610,juno16xppmxpu8lyl8t6msnekpn9jenhv6qufalhj03,43750,2187,0.002187
2611,juno16x9pk0r7aelequ556h89nv6yr9njxgqp3033f4,35826252,1791312,1.791312
2612,juno16xgmc6y5ftx3zz67ykd2j42vu4qkv3ruyvr3lr,2430000,121500,0.1215
2613,juno16x3ecqfj0x2pyu7a30gxkvfjyl2q7uwmyhalyx,129467867,6473393,6.473393
2614,juno16xn7p87r5x3234a20xz8qpz5r54jvlcdj370qf,8206158,410307,0.410307
2615,juno16xmex4240ns48l20pywj2nhgkdgzjq7uqqz0td,400000,20000,0.02
2616,juno16xlhudc79cutlm8zd0j7l5qv8nac9jfyqpza6k,520000000,26000000,26.0
2617,juno168qsl9q8ltxhj48lrpwxh3q4wyue2nk8xcvngd,26571308,1328565,1.328565
2618,juno1688tc7kqhflpm47vj0fc64pven8dgn3v97clpr,180000,9000,0.009
2619,juno168wk42snmc5cntdnqacq9szq9u06a7579lg28d,13500000,675000,0.675
2620,juno168h43tk9ch6fpyd8akyejm64hxdus8kfw065hl,169350827,8467541,8.467541
2621,juno16gljz2gdh9t7p5j0dmgrq7n5tgresusjy37g7a,30334613,1516730,1.51673
2622,juno16fvzh06z5f8rkqshtxmchr5g3ar8druueszcf6,100000,5000,0.005
2623,juno16f0fmv2ln8ejq362ngtfqeydjwmpd7um844wu9,7443170,372158,0.372158
2624,juno162darar7usglhd89kh4j0ta2sye5accrmesx33,1570000,78500,0.0785
2625,juno162apww0s9uvjjk5n27ny279m485ssrkg45zxh3,15000000,750000,0.75
2626,juno162aw95m6dxtg38y7p6yvxl9fzr87ara554ldml,4000000,200000,0.2
2627,juno16t2ej2d830603hsvnhx6u8kr7lemgq7vewcx7p,10,0,0.0
2628,juno16tdqmnnfz7u5w6zc8j8jc7xsu49l7zjftgqlnr,1000,50,5e-05
2629,juno16vrpzr6hfqmmktqa9u2s0qm6qw0sd6paxdzxwl,25100000,1255000,1.255
2630,juno16v27hd2ws5g7ecmwrzq2ddr893ktpgx024c5wr,101049426,5052471,5.052471
2631,juno16v0te6swvsr0xpzp35js8l9mal3tculygs0qa8,110000902,5500045,5.500045
2632,juno16dzfnrnjhzxc6ntemad3s4mexdxahcrjr3m7vl,4000000,200000,0.2
2633,juno16dgmlh68xdmaf07wlkv85jnfc9zc0xmpm3d63a,7895509,394775,0.394775
2634,juno16dsux5nuyu6dk0vhg0ju4l8dfftuqhtguk3k4q,43000000,2150000,2.15
2635,juno16d7cwu3fq9ac79fjlsndq6am3uekpsp8njuzcl,98881282,4944064,4.944064
2636,juno16wzgletr3hcehvh9u7md9acs577qruvy33gawt,358440000,17922000,17.922
2637,juno16wfnxyyszgugt68kmwv8rag0g2esp7dnnnxpn6,124738634,6236931,6.236931
2638,juno16wtc0vcxka99vsg4x7g033ezuwu3929vgl7ksx,14000000,700000,0.7
2639,juno16w7ylm2xhjy5ykcgy6u2eeezss5nj0h2xm7twm,1,0,0.0
2640,juno160pz8yg263mm36lw006un0ap0sp42tp0llqtmh,110120,5506,0.005506
2641,juno16s8ayv54q7ddg4hexpz7mcgawqrqmsspymxne9,10,0,0.0
2642,juno16sfhy4z0ha3zs70844plhxet5kjgttp9aj2pjx,63527579,3176378,3.176378
2643,juno16sknqh6mfamcymz5pjc4pe9xg0zrl8prz0vkzk,3200000000,160000000,160.0
2644,juno16slw23890xe8f03w5pratjuwj3g390qyp2sa9q,318503892,15925194,15.925194
2645,juno163vaztpgx57v4jf5mmz9c3gew20lpasvz7p2sf,432300000,21615000,21.615
2646,juno163wwqdc6a606kzv93y5f08yg9pmyk4ngexjsmh,142442,7122,0.007122
2647,juno163wh8l5appc9fyzv8kx9uj4dvpv24hafxr9n5n,1100,55,5.5e-05
2648,juno163383q0wv7qhzq2sta08uu5wzzs7l4frfnuqvp,25500000,1275000,1.275
2649,juno16jz6vns29rgs3xe9l8x4t2sml8u8jq6n367s2y,50000000,2500000,2.5
2650,juno16jwwjgmxknf8l6pdh2mwaanvgvyqfeljexeslj,900000,45000,0.045
2651,juno16nn9q8909dkctlr58t9rz4emxv83uvavkrxnrp,10000000,500000,0.5
2652,juno16neh4vu0e50vjhqf8vzhrfj9v5yxczn0kqh59n,272091729,13604586,13.604586
2653,juno1659y32eh7l89tadyd9m7cevuppvavpzdjee7u0,52888957,2644447,2.644447
2654,juno165s3zw3vaytnjvfv390f9f876u79zv49hc8ljf,50690175,2534508,2.534508
2655,juno1653zgrpjc78ur4738urkw3veans6wktj90e7hj,1001,50,5e-05
2656,juno165jc9p7quelnwuepmsxuqlhh3wf6kmgtxdutsm,100000,5000,0.005
2657,juno1642qaa5gnm5pxphtwefma4gytjt3qd8rpwqewl,10001,500,0.0005
2658,juno16k39r8tktv98vqlwzugtvhrdj8ldgatp536mal,19620000,981000,0.981
2659,juno16kmc5esy37tu6jpywhmgts889ukewwy5t7ttqr,60010000,3000500,3.0005
2660,juno16k7njg0w3zrlyt25l76ukwpmzullk5wh75dc58,1554052,77702,0.077702
2661,juno16hp2hexplt296fgstc60vmgygzua6g8dmrjlrr,40218821,2010941,2.010941
2662,juno16hrs343t0n554q8xh2nq40mr6czku5h3jzncwn,110120,5506,0.005506
2663,juno16hywahdh08flyrwahefc28kkn90yta2dmzpame,42246364,2112318,2.112318
2664,juno16h7eqsyqndwc5dzqdrmh38t605xcuw24uwpap3,76426622,3821331,3.821331
2665,juno16hltv4w4twc2xe6nxpl9u7nhn7jv3gqx6mqt9h,100000053,5000002,5.000002
2666,juno16c8kghq83ng80d8vg3en745qevdn0a0rr9wm6j,10,0,0.0
2667,juno16cg5xl4vp42l97h4z6c73t958yxwam7gskytum,400000,20000,0.02
2668,juno16c4mlyzkvu5v74l55wwdn048pm7f3ep25yd08k,101000000,5050000,5.05
2669,juno16ep4hkulsnkhaw07228ygvvujy6ucn0esj3s9y,5185054,259252,0.259252
2670,juno16endvv8mem4g03eehtv7wc7dss0m6yy555ckpe,40000,2000,0.002
2671,juno166zfs6csxdqf9n3ws580ur85lp4vazu3s45gcp,50090000,2504500,2.5045
2672,juno166zmthwds08qtp8xasnquv5m82w3d60yhqalwj,65000000,3250000,3.25
2673,juno16m8qclzfeqkl63dux2lc2sfdnxs43q5rehp5tw,500000000,25000000,25.0
2674,juno16mtymrnezrfz8e92hmlwyusa02ul9p75hhra7t,1020000,51000,0.051
2675,juno16mdvd9s8x59kv5a44088cfhx6rdf0ptsdv2zz3,113326403,5666320,5.66632
2676,juno16mcxu4yhg5l5j49tm00mvpv36ak2sjknkj8xnp,160044520,8002226,8.002226
2677,juno16macu2qtc0jmqc7txvf0wkz84cycsx72juq8lr,145000000,7250000,7.25
2678,juno16u35782c6sr8x22p590uzaxvesc4anvpd93dsg,117170011,5858500,5.8585
2679,juno16uay9hj2zl5k6qtkehfr9g9cpgjw9cze4wnrph,100000,5000,0.005
2680,juno16uav9rptt9lq4udhr23jmd2cg3kqt2fd8q789m,166687131,8334356,8.334356
2681,juno16uad3afxzgua4vpu7gxchpajl79s4a682q07ht,10,0,0.0
2682,juno16ulu0pmjxrc6ysc84zdk5x7npz4n3de39a9chy,145000000,7250000,7.25
2683,juno16aq5kkxpzsksgnv9603sez52dtwh9wzhzp5lg5,30837177,1541858,1.541858
2684,juno16apcmanju7d06tj97fwqk6vm70tcgjjq04l99h,34800000,1740000,1.74
2685,juno16aza4te960lx8gz37jtfup9yvh3x50cp423t8g,9509995,475499,0.475499
2686,juno16agv9rv46pu7d54a82aca2cjff5796c7rjrmqk,15455640,772782,0.772782
2687,juno1679yrs8dmska7wcsawgy2m25kwucm3z0z05kvl,121000000,6050000,6.05
2688,juno167xarmzf7u96lxt06awejzn5yz9cqeu8f99spt,3000000000,150000000,150.0
2689,juno167esvg3wz6dd4e0c6t45a9w98ugy47gq6zec3m,2300000,115000,0.115
2690,juno167mlc0ya0hzp86s0h735cnjlf6re0nxjyh7hf0,10000000,500000,0.5
2691,juno16l0u2pw7099yzmvfdqcawkjq2yyrk6jj2wugea,80000,4000,0.004
2692,juno16l3mcxkf79hxcy8sfjpm6gu8el70m4dwucj7j3,115149185,5757459,5.757459
2693,juno16ljhuqdyu0j4fvjumuwfm3jmtxrassntc0ygl7,71497711,3574885,3.574885
2694,juno1mq96vajc70e6dyg852fr5809g4gaxr0kg6h4hr,98990000,4949500,4.9495
2695,juno1mqvqv6k66peye4edwe3qgludcuj3ne4l0l37g8,100000,5000,0.005
2696,juno1mppycl78qdv4p9x72k5ncgjylwzlmk2u5h3m7u,44459962,2222998,2.222998
2697,juno1mpl5x5nhs2fw0cmcwpau3xccd2xf0cvz3yq767,16700386,835019,0.835019
2698,juno1mzg5lw4kxx3m8zvgd8tzjdzy74g9s89sulnkeh,40000000,2000000,2.0
2699,juno1mzdsvdymfg5qlnv8a499mkxtpmageqrvsd0lpv,160058647,8002932,8.002932
2700,juno1mz5am0yzcdyg2pnvae4vgsayq2lf40562vagza,113950000,5697500,5.6975
2701,juno1mzljaqwh3rnxlw20slltqd0hnvvt5fr62g7x0a,184296692,9214834,9.214834
2702,juno1mr77nu2hkrhndzx0q34am5esfnzdeeccyv5lrf,10,0,0.0
2703,juno1mygm93vzdhmcgxn59m8vjcm22w2uzkxmt7wzf6,21042093,1052104,1.052104
2704,juno1mynfj8u9zk3pgaglzjaxtfaylrktuxqrew05jd,10001,500,0.0005
2705,juno1m9rutnwz4rgy4vduzxpzlkw93wpyzdxcdpd8lc,1050000,52500,0.0525
2706,juno1m99p0g8msdqklw8w57czpfd854lph4q76heqgj,10,0,0.0
2707,juno1m9htzjx70c8s5x83w5xm634ykn3q96t4smax7a,10001,500,0.0005
2708,juno1mxp2gy7s3lkukhk59g58kwungelyr2e3hd6wzw,43223173,2161158,2.161158
2709,juno1mx9jsydtjh0j6jr9w2txh7cf8ptd4jwpqw6z4h,32798000,1639900,1.6399
2710,juno1mxw5rzd9e29hwt3n2phg4y78e72dedjh0mtal4,3738072,186903,0.186903
2711,juno1mxh0tjk8a27p03c3rjkp68dqrfe9n4583md0c6,8730802,436540,0.43654
2712,juno1mxer5gflk59tak2t4sxf8t5lmz33v6r5n4eeyp,1000000,50000,0.05
2713,juno1mxmy7hyp6hj6hcfym0g782tnepd59snhffdw4q,24030953,1201547,1.201547
2714,juno1m8eet806enklw5wrw0vnngtwc7nasx5rvwpu08,61000000,3050000,3.05
2715,juno1mgqkexnrx282020a2qkk634f7cpm0cmpsuac4x,25001,1250,0.00125
2716,juno1mgyqslsjadpmskaxetvlvn3urd6sdyx93wksze,104000000,5200000,5.2
2717,juno1mgdxhcrjdc87k7ns3g3upyaa3ny533dn5nr9s3,21729681,1086484,1.086484
2718,juno1mg4wgenrf3e85ahlhkt9afcaa6egd3epm5grt9,3000000,150000,0.15
2719,juno1mfzdnjgdn9z9vneajuk0yk609x5dgg97qqxq0q,2392206,119610,0.11961
2720,juno1mfgwysaep9qen9wj4hr0stsrqd7me48flxvwrt,1000000000,50000000,50.0
2721,juno1mfd02z6jfc8qqullrwvw8f50wdtrjcwfzml4rd,125857674,6292883,6.292883
2722,juno1m2wcds97qwwrj7unr3f8xdrc9j2e2tqlh4vn9a,145728252,7286412,7.286412
2723,juno1mtzevk7gs6txgelsp53lwllfn5x92srhhq4k49,27000000,1350000,1.35
2724,juno1mtcwvpt9dhcsfssv2qme66quajq3p3k9v9xc0w,10001,500,0.0005
2725,juno1mvf2ztvrxz73uugy90sqypnw7gzsuwc509l00u,90593863,4529693,4.529693
2726,juno1mvdc057nuluhtscuwmncuxtptw62hu0vr58gzf,250000000,12500000,12.5
2727,juno1mvk96yps5pjfvkadwkn2lzd5s4v3gg2fzrzqfj,139144537,6957226,6.957226
2728,juno1mvm8dpzxstgmd47rypzeajsxfe40q5n8kuv4mu,98967108,4948355,4.948355
2729,juno1mdtlrnfpxgaz5z6vd7j8wcdkukuh0w3uelznzr,1001,50,5e-05
2730,juno1mdjse6u7c96dpx5u65ae3slust08dzadqwl7kq,10,0,0.0
2731,juno1mdu05hq38l39mj6d3a927fea25u36lj6z5xx6s,153400000,7670000,7.67
2732,juno1mwpjhlf3vv474jur5gprjcyt88an74y2q020ye,200000,10000,0.01
2733,juno1mw8l8wx38rg4nl705y8phrqgmssnrqpv8ayq74,62245961,3112298,3.112298
2734,juno1mwt8k63jh75da2pkh6saef02ed620waecnmxg6,2920000,146000,0.146
2735,juno1mwjnu6y39jmfk8wdk962u3u5sgrw6h23v9cge3,91000000,4550000,4.55
2736,juno1mwj5n0vkmanjmaxce6ld5tjv2csxyn8l3wr5nr,25124707,1256235,1.256235
2737,juno1m0flyl60z4pqw9f9lmaj39fl0ja6ff3nanefpc,22821616,1141080,1.14108
2738,juno1m0spzaugmujpzgdq8x93lpnawcev3yarnlss9w,110120,5506,0.005506
2739,juno1m04qd5kvskzrsdzlzm9svsfuhu3ktx4n75s9sc,3300000,165000,0.165
2740,juno1m048zdv9d3t8tt7sy5l2keerv2qsr0e99nzx50,10001,500,0.0005
2741,juno1msx02mcamjekyd7hffnc6w4yyslx3ecp0wr39q,100000,5000,0.005
2742,juno1mswj8tqr3auvds2q3nd0vu4ytfp6qreeu3xper,12777000000,638850000,638.85
2743,juno1ms0eyqrr30twt9u6m8ny02r0ctqmc2n7yshvqe,41829359,2091467,2.091467
2744,juno1m3n42ja433hzdm2hnf2l5s4leca7qclnzl2ym8,23400000,1170000,1.17
2745,juno1m3n6hfvykwwz6npd2dfzf0594fwy50tvjqefx4,10010000,500500,0.5005
2746,juno1m36a8caq49ald5h7fnuuxvfv48twxzl2ldhtgk,1003000,50150,0.05015
2747,juno1mjt7j5a34yn2085qx5vdg5fgelu4s973xtetq3,10560000,528000,0.528
2748,juno1mjvfd25kuxxamel9r88gvxz543jjamx3uq8te6,200109728,10005486,10.005486
2749,juno1mjd97l9s4ur3cs9u7yy237pt2cdw5zek66r5z5,20000000,1000000,1.0
2750,juno1mjshlm47kex3pzfmmuw5ys8d93cxvcryf5t722,100000,5000,0.005
2751,juno1mjcdjwnesd27ux3gh25u5ykmlfu092946xschp,41800000,2090000,2.09
2752,juno1mjajxeulw2kanh6ljkjkt42h6fxp20z8jg8cz6,1000000083,50000004,50.000004
2753,juno1mnzu8fert8u47urst7ql9yn3nk5nfjathjfkag,5000002,250000,0.25
2754,juno1mnnxcu0x4q6jq4u8d56kukh0n88g5fwaf2pmge,50054359,2502717,2.502717
2755,juno1m585ckf6n8s4ett6lc3eywfy4a685zthfn39dc,55515159,2775757,2.775757
2756,juno1m5kwd2aedgyn7vazzjg38t6c7x740tfe6ty4lk,50870000,2543500,2.5435
2757,juno1m4xd4j29fluslcj3mjsszqa2yn6q3ns3qcwxl2,3151660,157583,0.157583
2758,juno1mkpr7883jq7uhlr0e84cclpvutar3f7kj4t3l6,73061521,3653076,3.653076
2759,juno1mk8k9eag6av92xq5hqfudzanhg2lm2ucv6n04p,12121410,606070,0.60607
2760,juno1mk3emt72z320uev5hh7gu6vcee03m3j92q9rp2,1050000,52500,0.0525
2761,juno1mke8zj9plwkfu5qcqg9g4yyelgkcds23qj2hwm,10,0,0.0
2762,juno1mh8sks7lc4m8rvnkr6uwyca0jt0xrt7l0et68y,20435820,1021791,1.021791
2763,juno1mhd6drzt5c4s70me2559mfkjev7lefuyqvygcq,10,0,0.0
2764,juno1mh7456vr96j64xt2d6rgv3ve5pu4cdtef0v9n9,68909475,3445473,3.445473
2765,juno1mcrlmex36z4esm4kkk0l8zu48wyrc8wprckvhe,1814651,90732,0.090732
2766,juno1mc3jt7ycqk7eqwt2gxxmexh7p0wvmuj2pstulg,24880732,1244036,1.244036
2767,juno1mcn9a3ckwc3akkutd470u08u84pej56rkkefqh,10001,500,0.0005
2768,juno1mepru9fuq4e65856ard6068mfsfrwpgemd0c3r,30000000,1500000,1.5
2769,juno1me05k5gaumwgr847tkyeajql9ulnqwdlmgchuk,110120,5506,0.005506
2770,juno1me47ahvz7695fu5kt2jp98wh55v6ylm4jkp7sa,198564926,9928246,9.928246
2771,juno1meave06djg8y3uqdd8ue35fxwtf4lly9kc6dvx,50000000,2500000,2.5
2772,juno1m6ykl7psq2wyd6yxwzlkekfhs6ts2pcc4w03ld,12945142,647257,0.647257
2773,juno1m6jpggtmsudrkq3vk4qf9sv0jmkxucvsh3qff4,3000000,150000,0.15
2774,juno1m65ackcyu0j857xetslptvrqu84722d0h9ku8y,4063889,203194,0.203194
2775,juno1m6ey4dvk8j520pwfr4d573cqdqcfyhakucv02v,7548677,377433,0.377433
2776,juno1mmqslm3xc7vlh254cw07369ps3tna6vhpazez5,246983054,12349152,12.349152
2777,juno1mmpprr79jy02mqguv6lhvmx7qppqk02gdxnahs,129368947,6468447,6.468447
2778,juno1mmp2n6yj9pt0lsu7038hpv0wevnj3fkz93p6aa,78035967,3901798,3.901798
2779,juno1mm22jvhj5tjanx5msdddx5ew0plkxpmy9aa7vx,98605517,4930275,4.930275
2780,juno1mmdx0mpfj0drnxcalp50sf9psnchzrgeqzxru9,111029973,5551498,5.551498
2781,juno1mmshag0xqx75rmwd5pjlxr4kqg699dedpu8kxz,30800000,1540000,1.54
